index;prenom;nom;sexe;sortante;circonscription;parti;dissidence;parti_long;twitter
3982;Sylvie;TOLMONT;femme;checked;072-04;PS;checked;Parti socialiste;https://twitter.com/SylvieTolmont
3983;Elise;LEBOUCHER;femme;;072-04;LFI;;La France Insoumise;
3984;Thierry;NOUCHY;homme;;072-04;LO;;Divers extrême gauche;
3985;Stéphane;BOULAY;homme;;072-04;DLF;;Droite souverainiste;
3986;Raymond;DE MALHERBE;homme;;072-04;RN;;Rassemblement National;
3987;Sébastien;BUARD;homme;;072-04;Reconquête;;Reconquête !;
3988;Laurent;ROBYN;homme;;072-05;EXG;;Divers extrême gauche;
3989;Frédéric;LUNEL;homme;;072-05;PS;checked;Parti socialiste;
3990;Cécile;BAYLE DE JESSÉ;femme;;072-05;DLF;;Droite souverainiste;
3991;Eric;DE VILMAREST;homme;;072-05;Reconquête;;Reconquête !;
3992;Solène;MANUEL;femme;;072-05;Parti animaliste;;Ecologistes;
3993;Victoria;DE VIGNERAL;femme;;072-05;RN;;Rassemblement National;
3994;Karine;FOUQUET;femme;;072-05;LO;;Divers extrême gauche;
3995;Julien;GADRAULT;homme;;072-05;DIV;;Divers;
3996;Rabbi;KOKOLO;homme;;072-05;LFI;;La France Insoumise;
3997;Jean-Carles;GRELIER;homme;checked;072-05;DVD,LRM;;Ensemble ! (Majorité présidentielle);
3998;Noa;LEROSIER;homme;;072-05;LR;;Les Républicains;
3999;Rodolphe;GUILHOT;homme;;073-01;REG;;Régionaliste;
4000;Christian;ROUSSEL;homme;;073-01;DVC;;Divers;
4001;Frédéric;EXERTIER;homme;;073-01;DVE;;Ecologistes;
4002;Manon;DERUEM;femme;;073-01;RN;;Rassemblement National;
4003;Jean-Pierre;CHAUVEAU;homme;;073-01;SOUV;;Droite souverainiste;
4004;Marina;FERRARI;femme;;073-01;MDM,LRM;;Ensemble ! (Majorité présidentielle);
4005;Thierry;BARDAGI;homme;;073-01;EAC;;Divers;
4006;Karine;DUBOUCHET;femme;;073-01;LR;;Les Républicains;
4007;Christel;GRANATA;femme;;073-01;PCF;;Parti communiste français;
4008;Jean-Claude;CROZE;homme;;073-01;Horizons;;Divers droite;
4009;Pierre;LAFARGUE;homme;;073-01;Patriotes;;Droite souverainiste;
4010;Adrien;CASEJUANE;homme;;073-01;LO;;Divers extrême gauche;
4011;Beatrix;MILLORD;femme;;073-01;Reconquête;;Reconquête !;
4012;Brice;BERNARD;homme;;073-02;RN;;Rassemblement National;
4013;Jordan;CHENU;homme;;073-02;SOUV;;Divers droite;
4014;Arthur;EMPEREUR;homme;;073-02;LRM;;Ensemble ! (Majorité présidentielle);
4015;Cédric;MORAND;homme;;073-02;LFI;;La France Insoumise;https://twitter.com/raftman63
4016;Myriam;RAHALIA;femme;;073-02;LO;;Divers extrême gauche;
4017;Philippe;TROUTOT;homme;;073-02;LRM;checked;Divers;
4018;Anne-Sophie;WURTZ;femme;;073-02;Reconquête;;Reconquête !;
4019;Flora;BUSSY;femme;;073-02;DVE;;Ecologistes;
4020;Mathieu;CICERI;homme;;073-02;DLF;;Droite souverainiste;
4021;Bertrand;CAMUS;homme;;073-02;Parti animaliste;;Ecologistes;
4022;Vincent;ROLLAND;homme;;073-02;LR;;Les Républicains;
4023;Mikaël;FLORIO;homme;;073-03;Reconquête;;Reconquête !;
4024;Emilie;BONNIVARD;femme;;073-03;LR;;Les Républicains;
4025;Xavier;TROSSET;homme;;073-03;MDM,LRM;;Ensemble ! (Majorité présidentielle);
4026;Vincent;THOMAZO;homme;;073-03;DLF;;Droite souverainiste;
4027;Patricia;NOWAK;femme;;073-03;Parti animaliste;;Ecologistes;
4028;Ghislaine;SOCQUET-JUGLARD;femme;;073-03;EAC;;Ecologistes;
4029;Nathalie;KRAWEZYNSKI;femme;;073-03;LFI;;La France Insoumise;https://twitter.com/ELaigrie
4030;Pascale;TROUVÉ;femme;;073-03;LO;;Divers extrême gauche;
4031;Marie;DAUCHY;femme;;073-03;RN;;Rassemblement National;
4032;Patrick;MIGNOLA;homme;checked;073-04;MDM,LRM;;Ensemble ! (Majorité présidentielle);
4033;François;GAUDIN;homme;;073-04;LR;;Les Républicains;
4034;Marie;DUCRUET;femme;;073-04;LO;;Divers extrême gauche;
4035;David;MERCIER;homme;;073-04;SOUV;;Droite souverainiste;
4036;Albin;GUILLAUD;homme;;073-04;DIV;;Divers;
4037;Mireille;BOUVIER;femme;;073-04;EAC;;Divers;
4038;Rémi;GARNIER;homme;;073-04;RN;;Rassemblement National;
4039;Charles;GONZALEZ;homme;;073-04;Reconquête;;Reconquête !;
4040;Jean-François;COULOMME;homme;;073-04;LFI;;La France Insoumise;
4041;Sonia;FELFOULI;femme;;073-04;Patriotes;;Droite souverainiste;
4042;Anne-Sophie;BATA;femme;;074-01;Parti animaliste;;Ecologistes;
4043;Franck;BUHLER;homme;;074-01;DLF;;Droite souverainiste;
4044;Daniel Salem;CHIAD;homme;;074-01;DIV;;Divers;
4045;Aurélia;PATTY GOMILA;femme;;074-01;LR;;Les Républicains;
4046;Anne-Valérie;DUVAL;femme;;074-01;LFI;;La France Insoumise;
4047;Jacques;MATTEI;homme;;074-01;LO;;Divers extrême gauche;
4048;William;GIRARD-DESPROLET;homme;;074-01;RPS;;Régionaliste;
4049;Guillaume;JAMBARD;homme;;074-01;Reconquête;;Reconquête !;
4050;Didier;JOUFFREY;homme;;074-01;RN;;Rassemblement National;
4051;Véronique;RIOTTON;femme;checked;074-01;LRM;;Ensemble ! (Majorité présidentielle);
4052;Willy;COLLOMB-PATTON;homme;;074-02;SOUV;;Régionaliste;
4053;Damien;CORNU;homme;;074-02;SOUV;;Droite souverainiste;
4054;Anaîs;NANCHE;femme;;074-02;RN;;Rassemblement National;
4055;Catherine;PACORET;femme;;074-02;UDI;;Union des Démocrates et des Indépendants;
4056;Sylvie;BRANCALEONE;femme;;074-02;Patriotes;;Droite souverainiste;
4057;Oujdi;BOUSSA;homme;;074-02;DIV;;Divers;
4058;Jean-Paul;VIGARIÉ;homme;;074-02;Parti animaliste;;Ecologistes;
4059;Naci;YILDIRIM;homme;;074-02;LO;;Divers extrême gauche;
4060;Lionel;TARDY;homme;;074-02;DVD;;Divers droite;
4061;San;HIPPOMÈNE;homme;;074-02;Reconquête;;Reconquête !;
4062;Timothée;PERALDI;homme;;074-02;DIV;;Divers;
4063;Antoine;ARMAND;homme;;074-02;LRM;;Ensemble ! (Majorité présidentielle);
4064;Loris;FONTANA;femme;;074-02;PCF;;Parti communiste français;
4065;Pascal;SCIABBARRASI;homme;;074-02;EE-LV;checked;Ecologistes;
4066;Christian;CURDY;homme;;074-02;DVE;;Ecologistes;
4067;Véronique;BOUVIER;femme;;074-03;RPS;;Régionaliste;
4068;Albert;COHEN;homme;;074-03;Parti pirate;;Divers;
4069;Anis;DAGHRIR;homme;;074-03;RN;;Rassemblement National;
4070;Valérie;FERRARINI;femme;;074-03;LRM;;Ensemble ! (Majorité présidentielle);
4071;Christelle;PETEX-LEVET;femme;;074-03;LR;;Les Républicains;
4072;Joseph;JACCAZ;homme;;074-03;Parti animaliste;;Ecologistes;
4073;Sébastien;JOANNOT;homme;;074-03;Reconquête;;Reconquête !;
4074;Jocelyne;LEGOUHY;femme;;074-03;LO;;Divers extrême gauche;
4075;Fabienne;VANEECKELOOT-TASSA;femme;;074-03;LFI;;La France Insoumise;
4076;Shan;BOUVIER;homme;;074-04;DVE;;Ecologistes;
4077;Antoine;VIELLIARD;homme;;074-04;MDM,LRM;;Ensemble ! (Majorité présidentielle);
4078;Tongomo;DJONGANDEKE;homme;;074-04;DIV;;Divers;
4079;Murat;YILDIRIM;homme;;074-04;UDMF;;Divers;
4080;Véronique;VERBASCO;femme;;074-04;Patriotes;;Droite souverainiste;
4081;Sophie;BÉDAGUE;femme;;074-04;LO;;Divers extrême gauche;
4082;Lea;FERRANDI;femme;;074-04;RPS;;Régionaliste;
4083;Virginie;DUBY-MULLER;femme;checked;074-04;LR;;Les Républicains;https://twitter.com/DubyMuller
4084;Magalie;LUHO;femme;;074-04;RN;;Rassemblement National;
4085;Valérian;VERVOORT;homme;;074-04;LFI;;La France Insoumise;
4086;Romain;GIRAUD;homme;;074-04;EXG;;Divers extrême gauche;
4087;Nicolas;BAILLY;homme;;074-04;Reconquête;;Reconquête !;
4088;Vanessa;DAHMAL;femme;;074-04;Parti animaliste;;Ecologistes;
4089;Alexandre;COHARD;homme;;074-04;DIV;;Divers;
4090;Sophie;DION;femme;;074-05;LR;;Les Républicains;
4091;Guillaume;DUCROT;homme;;074-05;LR;checked;Divers droite;
4092;Céline;VICO;femme;;074-05;Reconquête;;Reconquête !;
4093;Audrey;CAPELLI;femme;;074-05;Parti animaliste;;Ecologistes;
4094;Jessica;TERRENI;femme;;074-05;RN;;Rassemblement National;
4095;Barbara;LEMMO GAUD;femme;;074-05;RPS;;Régionaliste;
4096;Quentin;DUVOCELLE;homme;;074-05;DVE;;Ecologistes;
4097;Michel;BOUREL;homme;;074-05;DIV;;Divers droite;
4098;Odile;MARTIN-COCHER;femme;;074-05;LFI;;La France Insoumise;
4099;Michelle;MESSIN;femme;;074-05;DLF;;Droite souverainiste;
4100;Michelle;BALLY;femme;;074-05;LO;;Divers extrême gauche;
4101;Anne-Cécile;VIOLLAND;femme;;074-05;Horizons,LRM;;Ensemble ! (Majorité présidentielle);
4102;Virginie;DUVILLARD;femme;;074-06;Reconquête;;Reconquête !;
4103;Stéphane;LAGARDE;homme;;074-06;EE-LV;checked;Ecologistes;
4104;Xavier;ROSEREN;homme;;074-06;LRM;;Ensemble ! (Majorité présidentielle);
4105;Valérie;DUGERDIL;femme;;074-06;SOUV;;Régionaliste;
4106;Charles;PRATS;homme;;074-06;UDI;;Union des Démocrates et des Indépendants;
4107;Dominique;MARTIN;homme;;074-06;RN;;Rassemblement National;
4108;Ahmed;LOUNIS;homme;;074-06;LFI;;La France Insoumise;
4109;Alexandre;DEMEURE;homme;;074-06;LO;;Divers extrême gauche;
4110;Laurence;MÉNY;femme;;074-06;Patriotes;;Droite souverainiste;
4111;Noémie;PLUMIER;femme;;074-06;Parti animaliste;;Ecologistes;
4112;Xavier;CHANTELOT;homme;;074-06;LR;;Les Républicains;
4113;Sylvain;SOCQUET-JUGLARD;homme;;074-06;DVE;;Ecologistes;
4114;Liliane;DELWASSE;femme;;075-01;Parti animaliste;;Ecologistes;
4115;Morgane;CHEDHOMME;femme;;075-01;RN;;Rassemblement National;
4116;Laurence;BOULINIER;femme;;075-01;LO;;Divers extrême gauche;
4117;Dominique;TOURTE;femme;;075-01;PCF;;Divers gauche;
4118;Sylvain;MAILLARD;homme;checked;075-01;LRM;;Ensemble ! (Majorité présidentielle);
4119;Vincent;BALADI;homme;;075-01;LR;;Les Républicains;
4120;Manon;CHAUMETTE;femme;;075-01;UDI;;Union des Démocrates et des Indépendants;
4121;David;ATTIA;homme;;075-01;Reconquête;;Reconquête !;
4122;Juliane;FAUX;femme;;075-01;REG;;Régionaliste;
4123;Catherine;LECUYER;femme;;075-01;DVD;;Divers droite;
4124;Thomas;LUQUET;homme;;075-01;LFI;;La France Insoumise;https://twitter.com/Thomas_luquet
4125;Annie;PARIS;femme;;075-01;FGR;;Divers gauche;
4126;Marine;ROSSET;femme;;075-02;PS;;Parti socialiste;https://twitter.com/MarineRosset
4127;Jean-Pierre;LECOQ;homme;;075-02;LR;;Les Républicains;
4128;Daniel;ASSAYAG;homme;;075-02;Parti pirate;;Divers;
4129;Isabelle;GILBERT;femme;;075-02;Reconquête;;Reconquête !;
4130;Quitterie;DE VILLEPIN;femme;;075-02;DIV;;Divers centre;
4131;Charline;JOLIVEAU;femme;;075-02;LO;;Divers extrême gauche;
4132;Adrien;FRANTZ;homme;;075-02;EXG;;Divers extrême gauche;
4133;André;ROUGÉ;homme;;075-02;RN;;Rassemblement National;
4134;Gilles;LE GENDRE;homme;checked;075-02;LRM;;Ensemble ! (Majorité présidentielle);
4135;Karine;DREYFUSS;femme;;075-02;Parti animaliste;;Ecologistes;
4136;Elise;MAGNE;femme;;075-02;DIV;;Divers;
4137;Marie-Emilie;EUPHRASIE;femme;;075-03;RN;;Rassemblement National;
4138;Laurent;BURTAIRE;homme;;075-03;LO;;Divers extrême gauche;
4139;Laurent;BAFFIE;homme;;075-03;Parti animaliste;;Ecologistes;
4140;Christine;MICHALET;femme;;075-03;DIV;;Divers;
4141;Ayodele;IKUESAN;femme;;075-03;DVG;;Divers gauche;
4142;Alix;BOUGERET;femme;;075-03;LR;;Les Républicains;
4143;Stanislas;GUERINI;homme;checked;075-03;LRM;;Ensemble ! (Majorité présidentielle);
4144;Marguerite;PLANTEVIN;femme;;075-03;EXG;;Divers extrême gauche;
4145;Cécile;FISCHER;femme;;075-03;Reconquête;;Reconquête !;
4146;Léa;BALAGE EL MARIKY;femme;;075-03;EE-LV;;Ecologistes;https://twitter.com/LeaBalage
4147;Dayana;BONILLA;femme;;075-04;Parti animaliste;;Ecologistes;
4148;Jérôme;PERREAU;homme;;075-04;Résistons;;Divers centre;
4149;Karim;BRITEL;homme;;075-04;DVD;;Divers droite;
4150;Astrid;PANOSYAN-BOUVET;femme;;075-04;LRM;;Ensemble ! (Majorité présidentielle);
4151;Natalie;DEPRAZ;femme;;075-04;LFI;;La France Insoumise;
4152;Chantal;ECLOU;femme;;075-04;EAC;;Ecologistes;
4153;Annie Marcelle Mauricette;LAVENIER;femme;;075-04;RN;;Rassemblement National;
4154;Garen;SHNORHOKIAN;homme;;075-04;Reconquête;;Reconquête !;
4155;Francine;FREUDBERG;femme;;075-04;DVC;;Divers centre;
4156;Adrien;TOUATI;homme;;075-04;Parti pirate;;Divers;
4157;Pierre;LÉVENARD;homme;;075-04;LO;;Divers extrême gauche;
4158;Kevin;GUILLAS-CAVAN;homme;;075-04;DVG;;Divers gauche;
4159;Brigitte;KUSTER;femme;;075-04;LR;;Les Républicains;
4160;Assia;MEDDAH;femme;;075-05;PRG;;Parti radical de gauche;
4161;Arnaud;ABEL;homme;;075-05;DVC;;Divers centre;
4162;Annaëlle;GILLE;femme;;075-05;UDI;;Union des Démocrates et des Indépendants;
4163;Marguerite;VOGT;femme;;075-05;RN;;Rassemblement National;
4164;Pierre;MAURIN;homme;;075-05;Les Centristes,LR;;Divers droite;
4165;Yann;GAUTIER;homme;;075-05;Reconquête;;Reconquête !;
4166;Elise;FAJGELES;femme;;075-05;LRM;;Ensemble ! (Majorité présidentielle);
4167;Monique;DABAT;femme;;075-05;LO;;Divers extrême gauche;
4168;Jean;BALLON;homme;;075-05;Parti animaliste;;Ecologistes;
4169;Julien;BAYOU;homme;;075-05;EE-LV;;Ecologistes;https://twitter.com/julienbayou
4170;Marie-Jeanne;JOUVEAU;femme;;075-05;Parti pirate;;Divers;
4171;Marie Rosette;HUYNH THI BOZZI;femme;;075-06;RN;;Rassemblement National;
4172;Laurence;BONZANI;femme;;075-06;DVE;;Ecologistes;
4173;Julien;BARGETON;homme;;075-06;LRM;;Ensemble ! (Majorité présidentielle);
4174;Sophia;CHIKIROU;femme;;075-06;LFI;;La France Insoumise;https://twitter.com/chikirouparis
4175;Victor;MELDENER;homme;;075-06;Reconquête;;Reconquête !;
4176;Yasmin;BERROUBA;femme;;075-06;DVC;;Divers centre;
4177;Anne-Catherine;GODDE;femme;;075-06;LO;;Divers extrême gauche;
4178;Jean-Christophe;MARTIN;homme;;075-06;LR;;Les Républicains;
4179;Jennifer;BORSELLINO;femme;;075-06;Parti pirate;;Divers;
4180;Yves;FREMION;homme;;075-06;DVE;;Ecologistes;
4181;Charles;DUPUY;homme;;075-06;EXG;;Divers extrême gauche;
4182;Romain;VAN DEN BROUCKE;homme;;075-06;Parti animaliste;;Ecologistes;
4183;Aurélia;PETIT;femme;;075-07;LO;;Divers extrême gauche;
4184;Clément;BEAUNE;homme;;075-07;LRM;;Ensemble ! (Majorité présidentielle);
4185;Philippe;MAZUEL;homme;;075-07;DVG;;Divers gauche;
4186;Cindy'Lee Isabelle;LAENG;femme;;075-07;DIV;;Divers;
4187;Louis;CLAUDIO;homme;;075-07;DVC;;Divers centre;
4188;Rodrigue;FLAHAUT-PREVOT;homme;;075-07;PRG;;Parti radical de gauche;
4189;Constance;DELÉTANG;femme;;075-07;Reconquête;;Reconquête !;https://twitter.com/CoDeletang
4190;Gaspard;CHAMEROY;homme;;075-07;DVE;;Ecologistes;
4191;Thomas;MOULINS;homme;;075-07;Parti animaliste;;Ecologistes;
4192;Caroline;MECARY;femme;;075-07;LFI;;La France Insoumise;
4193;Aurélien;VÉRON;homme;;075-07;LR;;Les Républicains;
4194;Naïma;MOGHIR;femme;;075-07;DIV;;Ecologistes;
4195;Anne Hélène Janine Marie;DAGUENEL (NGUYEN CONG DUC);femme;;075-07;RN;;Rassemblement National;
4196;Marie-Noelle;BLONDEL;femme;;075-08;DIV;;Divers centre;
4197;Grégory;RITROVATO;homme;;075-08;Parti pirate;;Divers;
4198;Laurence;VOLBART;femme;;075-08;Parti animaliste;;Ecologistes;
4199;Crystal;DUPONCEL;femme;;075-08;Patriotes;;Droite souverainiste;
4200;Vanessa;LANCELOT;femme;;075-08;RN;;Rassemblement National;
4201;Nezha;KOBBI;femme;;075-08;DIV;;Ecologistes;
4202;Manuel;LUTZ;homme;;075-08;DIV;;Divers;
4203;Valérie;MONTANDON;femme;;075-08;LR;;Les Républicains;
4204;Marie-Claude;GIRAUD;femme;;075-08;FGR;;Divers gauche;
4205;Anne;BERNON;femme;;075-08;LO;;Divers extrême gauche;
4206;Jannick;TRUNKENWALD;homme;;075-08;Reconquête;;Reconquête !;
4207;Laëtitia;AVIA;femme;checked;075-08;LRM;;Ensemble ! (Majorité présidentielle);
4208;Eva;SAS;femme;;075-08;EE-LV;;Ecologistes;https://twitter.com/_EvaSas
4209;Béatrice;COSSART;femme;;075-09;Parti animaliste;;Ecologistes;
4210;Jean-Baptiste;OLIVIER;homme;;075-09;LR;;Les Républicains;
4211;Florence;BEDAGUE;femme;;075-09;LO;;Divers extrême gauche;
4212;Farid;NECHADI;homme;;075-09;DVG;;Divers gauche;
4213;Pierre;BEYSSAC;homme;;075-09;Parti pirate;;Divers;
4214;David;MEYER;homme;;075-09;Reconquête;;Reconquête !;
4215;Éric;GLOESS;homme;;075-09;EXG;;Divers extrême gauche;
4216;Sandrine;ROUSSEAU;femme;;075-09;EE-LV;;Ecologistes;https://twitter.com/sandrousseau
4217;Buon;TAN;homme;checked;075-09;LRM;;Ensemble ! (Majorité présidentielle);
4218;Carole Isabelle Gabrielle;ROUSSEL;femme;;075-09;RN;;Rassemblement National;
4219;Laurent;MIERMONT;homme;;075-09;FGR;;Divers gauche;
4220;Irène;LABUS;femme;;075-09;Patriotes;;Droite souverainiste;
4221;Sandrine;ROUSSEAU;femme;;075-09;MdR;;Divers droite;
4222;Anne-Christine;LANG;femme;checked;075-10;LRM;;Ensemble ! (Majorité présidentielle);
4223;Rodrigo;ARENAS;homme;;075-10;LFI;;La France Insoumise;https://twitter.com/arenasrodrigo_
4224;Michel Abdul Wahid;GOLDSTEIN;homme;;075-10;DIV;;Divers centre;
4225;Jacqueline;DENEUVE;femme;;075-10;Résistons;;Divers centre;
4226;Anne-Sophie;HONGRE;femme;;075-10;Reconquête;;Reconquête !;
4227;Wallerand;DE SAINT JUST;homme;;075-10;RN;;Rassemblement National;
4228;Margarita;MODRONO RODRIGUEZ;femme;;075-10;FGR;;Divers gauche;
4229;Sophie;TISSIER;femme;;075-10;DIV;;Divers;
4230;Vincent;VAUTIER;homme;;075-10;EXG;;Divers extrême gauche;
4231;Myriam;MUET;femme;;075-10;UDI;;Union des Démocrates et des Indépendants;
4232;Simon;NORDMANN;homme;;075-10;Parti animaliste;;Ecologistes;
4233;Olivia;BAILLE;femme;;075-10;LO;;Divers extrême gauche;
4234;Francis;SANDO;homme;;075-10;DLF;;Divers droite;
4235;Khalid;HAMDANI;homme;;075-10;DIV;;Ecologistes;
4236;Habib;SHOUKRY;homme;;075-10;LR;;Les Républicains;
4237;Deza;NGUEMBOCK;femme;;075-10;DIV;;Divers gauche;
4238;Hania;MOORADUN RUMJAUN;femme;;075-10;DIV;;Ecologistes;
4239;Thomas;SELLIER;homme;;075-10;Parti pirate;;Divers;
4240;Marie-Th-J;SIMEÉON ÉP EYCHART;femme;;075-11;DIV;;Divers gauche;
4241;Valentine;LABOURDETTE;femme;;075-11;Parti animaliste;;Ecologistes;
4242;Maud;GATEL;femme;checked;075-11;MDM,LRM;;Ensemble ! (Majorité présidentielle);
4243;Dominique;EDON-GUILLOT;femme;;075-11;EXG;;Divers extrême gauche;
4244;Saddia;COUSIN;femme;;075-11;RN;;Rassemblement National;
4245;Olivia;POLSKI;femme;;075-11;PS;;Parti socialiste;https://twitter.com/OliviaPolski
4246;Marie-Claire;CARRERE-GEE;femme;;075-11;LR;;Les Républicains;
4247;Franck;LAYRÉ-CASSOU;homme;;075-11;Reconquête;;Reconquête !;https://twitter.com/FranckLC
4248;Nolwenn;LE GAC;femme;;075-11;Parti pirate;;Divers;
4249;Laurent;VINCIGUERRA;homme;;075-11;LO;;Divers extrême gauche;
4250;Benoît;DE CLINCHAMP-BELLEGARDE;homme;;075-12;Reconquête;;Reconquête !;
4251;Chloé;BOULEY;femme;;075-12;UDI;;Union des Démocrates et des Indépendants;
4252;Olivia;GREGOIRE;femme;;075-12;LRM;;Ensemble ! (Majorité présidentielle);
4253;Jérôme;LORIAU;homme;;075-12;LR;;Les Républicains;
4254;Muriel;MONCHAL;femme;;075-12;LO;;Divers extrême gauche;
4255;Jean-Luc;BATTINI;homme;;075-12;Parti animaliste;;Ecologistes;
4256;Michael;MINEV;homme;;075-12;DIV;;Divers;
4257;Annel;DELINOT;femme;;075-12;DIV;;Divers;
4258;Céline;MALAISÉ;femme;;075-12;PCF;;Parti communiste français;
4259;Sidonie;VIERNE;femme;;075-12;Patriotes;;Droite souverainiste;
4260;Agnès;PAGEARD;femme;;075-12;RN;;Rassemblement National;
4261;Nicolas;JEANNETÉ;homme;;075-13;Les Centristes,LR;;Divers droite;
4262;Mickaël;MARINHO;homme;;075-13;Résistons;;Divers centre;
4263;Muriel;FUSI;femme;;075-13;Parti animaliste;;Ecologistes;
4264;Pierre;DARGHAM;homme;;075-13;DVG;;Divers gauche;
4265;Corinne;ROETHLISBERGER;femme;;075-13;LO;;Divers extrême gauche;
4266;Maïalen;MALLET;femme;;075-13;DIV;;Divers gauche;
4267;Ornella;EVANGELISTA;femme;;075-13;Reconquête;;Reconquête !;
4268;Nadia;TRAINAR;femme;;075-13;DVC;;Divers centre;
4269;Aminata;NIAKATÉ;femme;;075-13;EE-LV;;Ecologistes;https://twitter.com/aminataniakate
4270;Isabelle;BOLVIN;femme;;075-13;RN;;Rassemblement National;
4271;Daniele;MOREL;femme;;075-13;DVG;;Divers gauche;
4272;David;AMIEL;homme;;075-13;LRM;;Ensemble ! (Majorité présidentielle);
4273;Dominique;BOURSE-PROVENCE;homme;;075-13;Patriotes;;Droite souverainiste;
4274;Francis;SZPINER;homme;;075-14;LR;;Les Républicains;
4275;Catherine;KRATZ;femme;;075-14;Résistons;;Divers centre;
4276;Anne;DE LA BRÉLIE;femme;;075-14;RN;;Rassemblement National;
4277;Sébastien;PILARD;homme;;075-14;Reconquête;;Reconquête !;
4278;Isabelle;MATHURIN;femme;;075-14;DVG;;Divers gauche;
4279;Serge;DORDOIGNE;homme;;075-14;Parti animaliste;;Ecologistes;
4280;Marie;BOURDY;femme;;075-14;LO;;Divers extrême gauche;
4281;Benjamin;HADDAD;homme;;075-14;LRM;;Ensemble ! (Majorité présidentielle);
4282;Wendy;ACHOUR;femme;;075-14;FGR;;Divers gauche;
4283;Julie;MAURY;femme;;075-14;LFI;;La France Insoumise;https://twitter.com/JulieMaury1
4284;Apolline;TYBURCZY;femme;;075-15;Parti animaliste;;Ecologistes;
4285;Philippe;HOUPLAIN;homme;;075-15;Reconquête;;Reconquête !;https://twitter.com/HouplainPh
4286;Albertine;SYLVESTRE;femme;;075-15;DIV;;Divers;
4287;Marie-Josée;BOULAIRE;femme;;075-15;RN;;Rassemblement National;
4288;Danielle;SIMONNET;femme;;075-15;LFI;;La France Insoumise;https://twitter.com/Simonnet2
4289;François-Marie;DIDIER;homme;;075-15;LR;;Les Républicains;
4290;Mohamad;GASSAMA;homme;;075-15;LRM;;Ensemble ! (Majorité présidentielle);
4291;Lamia;EL AARAJE;femme;checked;075-15;PS;checked;Parti socialiste;https://twitter.com/lamiaela
4292;Pauline;ZEKA LEMA;femme;;075-15;EXG;;Divers extrême gauche;
4293;Sandrine;ADOBATI;femme;;075-15;Parti pirate;;Divers;
4294;Philippe;ARAGON;homme;;075-15;DVC;;Divers centre;
4295;Thierry Jean Pierre;NOBIN;homme;;075-15;DVG;;Divers extrême gauche;
4296;Arnaud;CHARVILLAT;homme;;075-15;LO;;Divers extrême gauche;
4297;Sarah;LEGRAIN;femme;;075-16;LFI;;La France Insoumise;https://twitter.com/slegrain75
4298;Nordine;EL-MARBATI;homme;;075-16;LO;;Divers extrême gauche;
4299;Yanis;BACHA;homme;;075-16;LRM;;Ensemble ! (Majorité présidentielle);
4300;Marie;TOUBIANA;femme;;075-16;LR;;Les Républicains;
4301;Ivan;MARCHIKA;homme;;075-16;EXG;;Divers extrême gauche;
4302;Laurent;FOURNIER;homme;;075-16;DVC;;Divers centre;
4303;Sébastien;COUPEL;homme;;075-16;Parti animaliste;;Ecologistes;
4304;Jihane;AROUS;femme;;075-16;UDMF;;Divers;
4305;Nathalie;MONSAURET;femme;;075-16;RN;;Rassemblement National;
4306;François;BECHIEAU;homme;;075-16;MdP;;Divers gauche;
4307;Hakima;KHELFA;femme;;075-16;DIV;;Divers;
4308;Caroline;DESGRANGE;femme;;075-16;Reconquête;;Reconquête !;
4309;Mams;YAFFA;homme;;075-17;DVE;;Ecologistes;
4310;Danièle;OBONO;femme;checked;075-17;LFI;;La France Insoumise;https://twitter.com/Deputee_Obono
4311;Béatrice;FAILLÈS;femme;;075-17;PRG;;Parti radical de gauche;
4312;Abdellah;AKSAS;homme;;075-17;LO;;Divers extrême gauche;
4313;Marianna;TÉCHER;femme;;075-17;RN;;Rassemblement National;
4314;Marie;FALICON;femme;;075-17;Reconquête;;Reconquête !;
4315;Youcef;HADBI;homme;;075-17;DIV;;Divers;
4316;Clement;FIQUET;homme;;075-17;Parti pirate;;Divers;
4317;Pierre;SIGLER;homme;;075-17;Parti animaliste;;Ecologistes;
4318;Angélique;MICHEL;femme;;075-17;LR;;Les Républicains;
4319;Fatah;BACHIR;homme;;075-17;UDMF;;Divers;
4320;Kolia;BÉNIÉ;femme;;075-17;LRM;;Ensemble ! (Majorité présidentielle);
